no_grocery_stores_2009,no_convenience_stores_2009,fast_food_no_2009,snap_benefits_2010_dollars_per_capita,adult_obesity_2008_percentage,median_income_2015,SNAP_stores_2012,WIC_stores_2008,Full_service_rest_2009,diabetes_percentage_2008,soda_sales_tax_2014,FOODINSEC_10_12,Rec_facilities_count_2009,Low_access_to_store_count_2010,Low_access_to_store_no_car_count_2010,Fast_food_expenditure_per_capita,SNAP_redemption_2012_dollars_per_store,LACCESS_HISP15,LACCESS_CHILD10,REDEMP_SNAPS16,LACCESS_WHITE15,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_SENIORS_10_15,PCH_LACCESS_POP_10_15,PCH_LACCESS_LOWI_10_15
84,78,185,15,27,53,246,26,305,10,7,10,35,99613,7173,518,265017,10766,23822,257966,54223,99613,80172,-22,-19.51735649,-20.12941527
249,211,720,4,21,89,349,50,740,9,7,10,182,107451,1136,518,257600,6001,26038,231193,81139,107451,95802,-9,-10.84125128,-11.15656959
72,110,324,6,26,75,237,28,234,9,7,10,61,169305,2710,518,202073,11638,39650,172079,126310,169305,167032,-1,-1.342528924,30.57678481
143,136,383,15,27,64,437,93,272,9,7,10,64,141226,3263,518,242125,7094,33981,205005,82368,141226,110012,-21,-22.1023108,-6.705291342
38,35,178,11,25,56,80,13,257,10,7,10,18,34840,1433,518,189099,1445,6539,142995,34228,34840,36767,7,5.531744661,-2.853034409
40,51,99,21,30,50,155,23,77,9,7,10,12,47103,1910,518,337158,7545,10432,310911,28756,47103,43495,4,-7.660470827,6.80458919
328,142,505,20,26,52,671,85,447,10,7,10,76,68650,1340,518,274554,3942,16687,239509,47457,68650,60746,-8,-11.51305714,-27.56300074
49,91,184,8,26,77,189,21,138,10,7,10,40,126343,3098,518,228097,6304,31292,203240,104820,126343,126083,0,-0.206036473,9.322350368
247,154,469,19,24,60,735,67,374,8,7,10,60,2135,90,518,272729,689,392,268514,2253,2135,3519,68,64.81411334,176.534354
22,31,89,2,20,103,35,5,111,7,7,10,18,28225,909,518,116557,1150,7287,82374,24474,28225,26419,-8,-6.396597166,-1.813310928
116,99,272,11,24,72,256,51,270,9,7,10,62,102659,2256,518,204532,8910,21304,145886,68454,102659,98077,-3,-4.462943278,16.89952218
222,205,586,6,24,78,392,72,501,8,7,10,89,233927,4468,518,206420,21020,53762,191529,124992,233927,195556,-11,-16.40300661,3.473437462
159,166,482,4,22,87,297,50,617,9,7,10,138,217042,5118,518,186694,13289,53841,155824,177592,217042,203679,-10,-6.157157242,5.571107813
99,92,404,3,21,102,153,29,414,7,7,10,112,188884,3059,518,178534,11425,46194,138160,142664,188884,169588,-19,-10.21584253,9.270903234
105,147,398,9,26,63,310,46,385,9,7,10,55,281417,7156,518,261837,17006,60921,205757,228073,281417,248326,-7,-11.75877776,-12.2479909
229,93,329,21,24,56,538,67,277,9,7,10,48,67444,997,518,285955,7934,14161,271268,57690,67444,66350,-1,-1.622987608,6.35182862
15,20,38,14,30,64,51,9,28,9,7,10,12,8633,572,518,216612,606,1833,185993,8137,8633,9644,9,11.71081867,24.84348484
65,67,240,3,22,99,130,22,254,8,7,10,73,133311,2069,518,219192,5818,35566,166986,86838,133311,113036,-16,-15.20868171,-9.993058286
27,46,84,3,27,84,53,11,104,8,7,10,24,53488,1055,518,192415,4023,13096,124023,52680,53488,56290,3,5.238297655,37.5373321
148,125,319,9,22,71,362,39,378,8,7,10,75,65726,1180,518,254641,4681,16531,231864,41018,65726,50012,-25,-23.90772869,-19.06060113
29,29,87,7,28,72,52,8,70,8,7,10,18,32708,910,518,223239,2502,7564,183872,26292,32708,29846,-6,-8.749744484,9.994136174
77,197,500,23,20,48,366,52,399,6,0,12,68,136118,1779,737,604155,65003,35847,542713,88038,136118,129354,-6,-4.969015773,6.745760718
3,2,1,16,19,37,9,1,5,8,0,12,0,3725,24,737,26073,709,590,19855,3344,3725,3725,0,2.68576E-13,1.766285303
7,26,36,27,28,39,56,10,51,8,0,12,4,17658,256,737,398961,9286,5398,389947,11306,17658,16396,-6,-7.144554047,0.10451723
3,12,14,28,29,36,22,5,10,11,0,12,1,9029,532,737,535445,1819,2421,496453,2027,9029,9981,13,10.55124469,15.98952325
4,14,14,19,18,37,9,3,23,7,0,12,2,7047,244,737,314610,4236,1427,197629,6455,7047,7837,11,11.211392,35.89764845
3,25,29,23,26,42,41,6,33,9,0,12,5,16741,391,737,380574,6232,5207,358670,13159,16741,18651,15,11.4113248,1.237370859
1,2,1,22,24,33,3,2,2,8,0,12,0,2022,22,737,,80,451,86120,320,2022,346,-85,-82.88325146,-86.18363785
24,56,117,28,25,39,125,22,116,6,0,12,14,88230,2179,737,517268,55988,24351,483736,61932,88230,82863,-12,-6.082697719,-6.857559173
6,30,32,23,29,60,41,8,36,9,0,12,5,19598,326,737,351852,7911,5106,356504,15218,19598,19559,0,-0.195790633,-0.128566713
6,13,18,26,21,40,20,4,23,7,0,12,1,10080,229,737,495335,4704,2170,402078,8695,10080,10179,1,0.987316704,-0.760591324
1,8,3,28,23,32,11,2,8,6,0,12,0,1800,29,737,76361,1336,320,65939,1317,1800,1792,0,-0.448205781,-24.3812956
1,0,0,11,22,40,2,0,1,8,0,12,0,695,12,737,,295,92,,571,695,661,-3,-4.923081348,34.02009351
3,7,4,26,22,34,7,3,2,7,0,12,0,1511,43,737,127222,519,388,125472,1545,1511,1781,27,17.86379898,27.42053476
7,35,40,20,29,55,46,8,44,8,0,12,3,9740,214,737,337444,4714,2678,339152,8221,9740,10436,6,7.154940286,-33.15963081
3,12,19,20,20,40,21,5,38,6,0,12,4,8108,195,737,325967,2593,1641,287678,5936,8108,7113,0,-12.26659278,12.0708245
2,5,8,2,19,107,4,2,13,6,0,12,10,7257,85,737,297490,1142,1883,472969,6685,7257,7645,0,5.33590331,62.96856104
2,14,17,36,26,27,20,4,22,8,0,12,2,7278,320,737,629990,3803,1833,509633,4920,7278,6419,-5,-11.79830704,-6.879631206
13,53,45,26,35,29,71,31,44,12,0,12,1,39226,2300,737,709761,3137,12382,621874,4324,39226,43211,9,10.15930009,23.74110819
2,3,1,22,20,32,3,1,2,6,0,12,0,1600,103,737,,884,328,137068,918,1600,1200,-19,-25.00051908,5.836603823
7,25,34,17,25,38,34,8,34,8,0,12,4,29715,622,737,377991,7971,7546,362303,15993,29715,21184,-27,-28.70868245,-22.93006158
2,9,8,33,28,29,11,2,7,8,0,12,0,2813,69,737,281829,383,533,215160,1415,2813,1569,-48,-44.22509614,-41.50770357
6,24,25,35,23,37,28,9,23,6,0,12,2,21377,698,737,457983,15169,4829,411076,11465,21377,20049,-5,-6.212196161,0.446763314
1,7,10,22,26,38,13,2,10,5,0,12,1,4561,52,737,331255,2921,1260,322074,4324,4561,5909,14,29.5506227,35.71879929
11,28,58,14,23,63,65,17,43,6,0,12,7,57791,905,737,403045,14999,15976,419016,30424,57791,47091,-18,-18.51482874,-2.695691481
9,68,88,16,28,49,90,21,57,8,0,12,6,40318,1337,737,531666,7037,11817,587604,16980,40318,46633,12,15.66387669,29.43725363
5,16,14,37,20,32,26,7,19,7,0,12,1,9212,308,737,462801,11121,2030,454525,9583,9212,14599,49,58.47246106,76.31082461
21,34,90,17,13,55,65,11,163,4,0,12,16,46072,837,737,658949,24473,11176,553474,31391,46072,42393,-4,-7.984758686,5.366795335
2,8,10,37,23,29,15,4,12,8,0,12,0,5303,185,737,272337,1654,901,376719,4466,5303,5360,-1,1.074966576,1.97168362
3,9,9,33,25,34,13,4,11,8,0,12,0,6037,196,737,525977,2591,1545,390816,4306,6037,6777,10,12.268098,25.1304442
7,15,30,24,16,37,26,8,52,6,0,12,6,14727,536,737,405173,8282,3196,346510,8419,14727,12894,-11,-12.44248925,-1.899940572
5,11,7,37,23,36,14,4,9,6,0,12,0,3891,257,737,135829,2903,825,140664,4871,3891,6510,48,67.31156988,82.35002476
1,3,2,13,22,37,4,1,7,7,0,12,0,1220,26,737,125241,206,267,118024,1134,1220,1220,0,0.011619168,-15.68396818
11,21,40,27,27,42,50,8,24,7,0,12,6,34908,755,737,549371,23667,9177,454172,29762,34908,40236,17,15.26427508,28.1388983
82,119,300,15,26,57,259,27,332,8,4,15,37,83654,3223,488,230107,2945,17282,211822,69238,83654,82347,-4,-1.562231338,-3.539382131
14,26,21,16,26,44,48,9,35,9,4,15,3,3822,858,488,162351,129,328,143274,3282,3822,3774,-2,-1.26363454,4.546982208
971,135,805,33,28,35,2161,946,494,10,4,15,41,12462,509,488,391933,2487,1152,380200,1183,12462,7135,-96,-42.74183284,-98.4950603
37,85,151,19,28,46,183,20,176,9,4,15,22,40489,1837,488,280019,588,7037,256680,23487,40489,25726,-34,-36.46256684,-31.9701285
21,34,44,17,29,41,51,16,74,9,4,15,5,3977,1099,488,291557,75,924,280714,5549,3977,5913,50,48.68700584,31.3038943
14,28,53,16,25,52,43,15,66,8,4,15,3,6013,786,488,343395,78,1282,265798,5094,6013,5281,-11,-12.1624378,-5.106735998
34,54,89,24,30,44,109,36,131,9,4,15,9,15534,1380,488,367872,1134,3104,336600,22151,15534,23906,37,53.89550866,62.80272356
11,47,56,22,26,51,81,17,69,10,4,15,12,21029,964,488,316082,506,4240,301210,18041,21029,20270,-2,-3.607532039,-3.788871734
11,33,19,21,26,49,51,12,45,8,4,15,3,806,593,488,209274,58,172,166885,2034,806,2091,54,159.4375575,219.7809229
22,61,37,18,26,47,88,13,69,8,4,15,4,19449,1387,488,223604,876,3619,186608,19200,19449,22136,28,13.81518843,26.57543917
23,37,36,11,26,58,54,9,68,8,4,15,7,9467,1026,488,178148,603,2040,141101,7225,9467,9257,-4,-2.209221426,8.94693494
12,21,32,18,28,50,42,10,44,8,4,15,3,4838,375,488,295552,92,1189,228206,5083,4838,5289,9,9.302067238,35.2809618
13,38,28,15,27,43,50,10,53,8,4,15,5,1362,740,488,125002,27,270,110141,1128,1362,1158,-14,-15.00353673,-14.02214443
99,104,199,10,27,71,150,31,309,8,4,15,32,106487,3292,488,252732,9472,22817,180722,83275,106487,101583,-6,-4.605506561,-4.389964354
234,327,691,20,27,52,805,157,714,10,4,15,104,238054,8875,488,302818,4938,50626,285785,168771,238054,192724,-24,-19.04204814,-5.323462933
21,24,20,12,25,52,42,10,69,8,4,15,6,3882,602,488,123527,549,555,95244,2555,3882,3664,-4,-5.630433089,4.904261079
14,33,26,17,28,46,55,14,40,8,4,15,5,8975,974,488,173292,827,1116,158547,8749,8975,11851,50,32.04394388,35.31224801
11,23,38,22,27,47,45,5,52,8,4,15,4,5460,464,488,285305,106,1156,234640,5197,5460,5406,1,-0.995368568,9.287933257
9,24,31,11,28,54,43,6,46,9,4,15,5,3071,463,488,217246,42,724,189182,2251,3071,2346,-32,-23.61525661,-22.38278835
11,33,29,15,27,48,46,8,74,8,4,15,8,6299,1076,488,192518,942,1298,140500,7866,6299,10461,29,66.07751496,65.93511096
3,9,4,9,25,48,3,2,18,10,4,15,0,1330,63,488,,28,194,22504,2527,1330,2592,101,94.84220608,91.19366731
14,26,38,19,29,50,55,10,67,9,4,15,5,8190,743,488,235013,156,1747,229455,11775,8190,12106,43,47.81355389,49.20081473
26,55,94,16,28,50,107,23,118,8,4,15,5,16866,1271,488,223966,1587,4909,226114,16374,16866,19598,7,16.20025893,22.38683927
1804,238,1621,33,24,51,3751,1285,1494,9,4,15,111,393,29,488,323766,29,84,298051,367,393,393,0,0,70.07554975
5,14,12,15,27,51,28,4,26,9,4,15,1,3967,488,488,113401,47,852,145406,4377,3967,4491,13,13.20936217,11.48887879
12,34,38,13,29,54,43,9,52,9,4,15,9,11134,613,488,249694,376,1512,193191,10534,11134,11527,8,3.53161022,-40.43819627
16,22,42,15,27,58,50,12,72,8,4,15,8,10694,1045,488,267523,310,2509,216959,13173,10694,14169,6,32.50475599,-72.8501596
177,251,499,19,28,54,562,77,551,9,4,15,91,251900,6257,488,331721,7238,55367,330326,195018,251900,221678,-10,-11.9975905,-16.51371676
12,26,33,24,29,44,53,10,46,9,4,15,2,22116,1850,488,279807,937,5511,231842,9680,22116,10531,-45,-52.38357021,-57.60193353
567,391,1064,6,21,102,554,113,1194,9,4,15,200,74914,838,488,291558,4352,17357,231099,59541,74914,70135,-8,-6.379346457,8.750778828
1230,131,2250,33,16,75,1457,369,4118,7,4,15,449,2,0,488,358171,0,0,308272,0,2,2,0,0,0
32,80,139,18,27,49,167,34,163,9,4,15,25,48276,2122,488,270666,808,10158,261643,34013,48276,37906,-22,-21.48038985,-19.62085715
57,89,123,21,26,47,223,47,203,9,4,15,26,46066,2970,488,289239,1516,9588,247651,34145,46066,38018,-16,-17.47159389,-25.17553723
118,172,333,18,29,57,372,91,345,9,4,15,58,122215,4383,488,318719,1912,29402,266195,86714,122215,94832,-22,-22.40528016,-31.54377009
19,41,83,11,28,58,55,17,100,8,4,15,13,14931,924,488,283922,1271,3728,190300,16317,14931,18409,21,23.29385496,82.57199348
126,129,235,14,25,71,246,59,313,9,4,15,39,103136,3179,488,319195,14378,23985,269120,79999,103136,98797,-6,-4.206642015,10.90338046
10,18,17,17,29,48,28,6,18,9,4,15,3,6961,618,488,256859,192,1585,239062,4801,6961,5258,-17,-24.46470527,-7.331913746
24,58,67,20,30,49,95,33,90,9,4,15,10,9743,1091,488,298547,364,2327,252145,12196,9743,13037,10,33.80373607,40.38912324
18,38,40,12,28,48,55,11,73,8,4,15,8,12737,1149,488,204797,684,1712,159663,16889,12737,17995,52,41.28318626,-5.150901026
35,30,67,2,27,90,22,6,84,8,4,15,19,39109,622,488,142936,3886,9301,95560,33389,39109,36525,-4,-6.606619013,2.470033903
1261,327,1583,33,24,60,2116,596,1517,9,4,15,121,7451,330,488,282711,332,1795,256670,7437,7451,7789,6,4.533494718,-8.622603652
32,60,105,15,27,60,137,16,101,8,4,15,7,37419,1724,488,193135,850,7994,165840,30574,37419,33259,-8,-11.11519253,-20.64815198
194,71,258,33,25,71,384,92,283,9,4,15,35,22938,1621,488,288716,258,5053,254123,3903,22938,4249,-67,-81.47777145,-86.11890033
96,67,235,16,25,84,137,35,272,10,4,15,43,92703,1878,488,524242,6161,22988,434813,51561,92703,62648,-38,-32.42064774,-32.22871265
30,58,51,18,30,43,108,25,103,9,4,15,4,15983,1479,488,248161,271,3605,205562,18745,15983,19450,26,21.69400284,10.730433
27,92,141,9,26,75,139,15,204,8,4,15,38,64750,1588,488,164983,1390,16022,120165,56398,64750,59805,-10,-7.637765777,2.75050504
31,69,111,19,27,59,154,14,93,9,4,15,17,55632,3059,488,271047,1778,12941,228250,29889,55632,36038,-33,-35.22026789,-40.39661288
2,18,13,14,26,51,23,3,31,9,4,15,1,3934,489,488,219205,305,594,156923,6716,3934,7232,139,83.84468206,136.2319125
1,7,7,17,26,50,13,3,22,8,4,15,1,1222,404,488,248556,22,242,202620,1296,1222,1350,7,10.51136437,46.40784083
8,15,19,11,30,50,22,4,28,9,4,15,0,1639,377,488,217031,124,297,157848,5068,1639,5344,212,226.0402823,277.1087375
22,56,44,15,29,47,77,18,83,10,4,15,5,11349,1461,488,223117,115,2622,184102,7801,11349,8214,-22,-27.62226311,-29.58685496
508,523,1101,8,25,88,613,117,1235,8,4,15,197,453548,6835,488,308787,43748,109931,274520,323421,453548,380952,-14,-16.00627962,-7.41176346
29,53,52,19,26,49,82,16,84,9,4,15,3,10838,2110,488,285932,1586,3067,238482,5150,10838,7202,-42,-33.55339719,-26.28972322
12,18,21,15,28,58,34,12,35,8,4,15,3,7567,570,488,144138,113,1729,110536,7137,7567,7464,-1,-1.361226431,4.498662524
18,33,71,11,24,56,57,10,99,6,4,15,17,17871,1436,488,256081,811,2177,210183,11422,17871,14996,-11,-16.08580664,-7.992721461
48,98,130,14,28,58,135,17,230,8,4,15,25,46797,3074,488,241565,4271,10178,193641,40867,46797,48040,0,2.65594661,35.02675692
29,45,61,15,29,54,66,12,152,9,4,15,12,11344,584,488,264726,208,2695,212158,12467,11344,12858,18,13.34256905,-8.848634155
10,25,33,15,27,51,48,6,48,9,4,15,8,7692,977,488,142781,140,1695,109391,6730,7692,6989,-7,-9.138582228,7.758603333
15,43,57,13,28,51,50,14,58,9,4,15,5,13798,1178,488,278818,473,3721,179929,12219,13798,13063,-6,-5.325164802,2.064472585
431,208,698,10,19,86,566,230,920,7,4,15,191,142030,2208,488,334056,10670,37519,326103,121401,142030,140484,5,-1.088766687,8.676180239
9,19,25,10,27,53,21,5,26,8,4,15,4,7891,437,488,190734,697,947,171297,6871,7891,9631,38,22.04260072,25.47875935
10,9,9,14,24,46,20,4,23,9,4,15,2,567,583,488,133006,7,60,120769,501,567,522,-3,-7.985809607,4.066907697
23,85,115,18,31,42,127,30,113,10,5,17,15,40792,1750,746,321397,4231,9469,262927,23464,40792,34642,-16,-15.07860409,-11.33953956
4,12,14,18,29,41,22,6,20,10,5,17,3,2416,484,746,298073,180,568,169751,2163,2416,2429,5,0.556294799,30.1189291
4,8,5,17,27,36,13,4,13,10,5,17,1,403,152,746,130907,50,61,152125,417,403,431,6,6.942104629,31.04184224
5,19,12,28,33,35,36,12,12,12,5,17,0,1551,598,746,233135,28,389,228158,547,1551,1767,13,13.89253688,18.66593935
4,16,16,17,24,35,19,10,22,9,5,17,2,1381,635,746,316880,31,245,252519,1406,1381,1432,3,3.648485276,-7.956928011
6,11,9,14,28,37,13,7,22,10,5,17,0,0,474,746,205311,2,0,131691,116,0,116,,,
10,32,26,21,34,42,45,10,35,12,5,17,6,6999,848,746,360257,684,1588,299908,3358,6999,4947,-33,-29.31590415,-24.19743828
6,13,7,28,36,32,27,7,5,14,5,17,1,1876,743,746,142747,19,347,128476,574,1876,1173,-36,-37.48102729,-46.73078342
8,22,20,25,33,34,38,8,12,12,5,17,0,2260,936,746,195792,101,412,196995,1156,2260,2281,1,0.929050761,-9.04521187
22,49,76,16,28,49,93,26,120,10,5,17,8,16845,2053,746,263929,1056,3348,211113,13987,16845,16701,7,-0.856892513,14.12482179
49,128,190,18,22,45,187,38,261,9,5,17,24,59094,2339,746,327424,3291,12671,211461,45625,59094,51501,-10,-12.84859238,-7.561966418
17,49,53,19,27,43,98,24,45,11,5,17,6,25189,1690,746,193026,1675,5571,160146,22731,25189,26886,5,6.737518512,11.03111474
28,78,140,16,30,58,130,34,124,10,5,17,26,39787,1028,746,374634,3809,10951,282510,30944,39787,40937,7,2.891395777,24.77718843
15,48,59,23,31,40,91,17,38,10,5,17,5,29330,1381,746,285023,1595,6815,216452,26481,29330,29875,2,1.860341251,8.985522276
1,5,3,12,32,62,4,1,2,10,5,17,0,374,48,746,58831,8,91,40620,375,374,439,41,17.34516414,-9.180459829
14,42,55,14,29,51,55,14,100,11,5,17,11,16357,745,746,226011,626,2904,182350,15237,16357,16740,8,2.339844772,1.327991685
2,14,5,24,30,41,21,6,7,13,5,17,1,2513,657,746,122519,17,534,117158,1224,2513,1855,-26,-26.17103996,-46.14372138
25,87,132,21,27,42,175,31,126,9,5,17,8,40326,1982,746,263349,3109,10328,190071,26464,40326,33137,-10,-17.82768448,-20.90346283
14,36,23,10,26,59,45,11,38,9,5,17,6,5014,991,746,204024,620,1294,185833,2130,5014,3077,-29,-38.63004783,-30.87651749
6,14,22,18,25,38,22,8,20,12,5,17,2,118,460,746,368257,31,15,268178,2004,118,2071,1493,1659.373161,2713.102476
5,9,11,27,30,41,19,4,9,12,5,17,1,3171,273,746,232906,165,718,159640,2531,3171,3422,8,7.914990509,53.31055172
1,6,3,23,25,39,8,3,7,10,5,17,1,394,190,746,241066,4,66,202261,334,394,343,-13,-12.95453816,-23.37490989
21,67,69,28,32,40,112,21,60,12,5,17,7,12727,1572,746,297305,358,2981,232880,11770,12727,16369,29,28.61768391,29.67973559
12,32,47,26,33,34,63,20,31,12,5,17,2,1621,1274,746,316138,165,219,269535,1638,1621,2548,99,57.2105371,-3.235643394
18,68,70,16,30,48,77,21,59,11,5,17,10,23601,1205,746,300869,2141,5633,230798,22882,23601,29016,2,22.94435521,30.69214757
46,155,240,24,33,42,278,47,187,12,5,17,21,96550,3151,746,427884,10551,28522,404313,49819,96550,96360,-9,-0.196999744,0.256911966
9,19,22,12,29,66,14,3,28,9,5,17,2,3085,186,746,176558,68,653,103807,2901,3085,3093,0,0.244758759,2.873674165
17,41,67,10,25,54,28,12,122,9,5,17,5,12762,134,746,213209,544,2675,130938,9793,12762,10375,-17,-18.70089675,-24.92002488
32,94,70,21,30,46,137,22,110,11,5,17,20,28180,1784,746,311499,2569,6942,224795,20889,28180,26968,-2,-4.300238881,2.875150466
4,20,21,15,28,53,32,7,24,9,5,17,2,4548,384,746,246865,346,1106,183750,3742,4548,4487,-2,-1.35436881,19.37791663
13,37,28,18,32,38,52,11,28,11,5,17,2,986,1116,746,277953,197,227,209859,775,986,1137,-30,15.3375596,10.9857451
49,115,243,18,29,54,187,59,219,9,5,17,37,72166,1740,746,382163,6855,17435,281490,36468,72166,69240,-4,-4.054293589,19.42696958
11,39,29,34,37,33,59,20,18,13,5,17,2,9134,1376,746,271824,343,2443,291266,1370,9134,7339,-16,-19.64880494,-18.07422416
65,177,244,17,25,47,306,69,280,8,5,17,55,136579,3771,746,303517,15241,34721,267920,79351,136579,128304,-5,-6.05839325,15.78839642
9,37,28,19,31,48,56,9,13,9,5,17,4,2868,815,746,275073,143,684,202758,1787,2868,2714,5,-5.363833405,2.179403006
30,117,144,25,27,45,212,29,120,10,5,17,21,58343,2058,746,332665,3194,14507,268718,46358,58343,58304,-3,-0.068431625,5.457908775
2,7,1,16,34,46,9,2,4,12,5,17,0,5,183,746,70612,0,1,82372,3,5,5,0,0,20.19403442
2,6,4,20,29,34,7,3,4,11,5,17,0,251,108,746,229567,1,40,177194,248,251,251,0,0,-34.77466048
9,40,33,15,33,50,52,15,19,11,5,17,6,8651,694,746,186480,811,872,141242,4452,8651,9758,23,12.79338255,46.65524168
2,14,5,24,32,35,16,6,4,11,5,17,0,0,249,746,176318,,0,166350,,0,,,,
94,246,389,20,28,48,432,79,416,10,5,17,62,102650,3567,746,344581,7851,23864,292990,55783,102650,98823,-6,-3.727753036,24.58644539
22,49,43,34,37,32,81,30,32,15,5,17,3,9543,1546,746,299887,174,2527,277844,2425,9543,9040,-3,-5.2724417,-1.938975036
16,56,55,20,32,48,77,23,41,9,5,17,7,10259,1271,746,349078,901,3127,286639,6468,10259,10042,7,-2.109562068,-3.518941732
10,44,38,19,29,44,38,8,63,11,5,17,2,12027,699,746,390330,421,2476,285490,12135,12027,12745,4,5.977011678,22.79457537
23,53,59,13,25,47,56,12,70,10,5,17,7,22357,961,746,354231,2001,4370,230766,20711,22357,23181,3,3.685628966,37.60112053
7,18,14,29,34,34,39,7,12,13,5,17,2,2821,872,746,294285,23,686,303804,1022,2821,2499,-5,-11.3936338,-16.08439654
7,20,12,23,32,43,35,12,6,11,5,17,1,10606,895,746,277343,1408,3365,227714,4616,10606,9916,-16,-6.504654776,-9.973733617
1,6,1,19,31,37,7,3,12,12,5,17,1,3440,134,746,81637,353,514,89295,3264,3440,5227,66,51.95989184,37.59145344
30,86,127,12,27,56,110,29,137,9,5,17,19,25056,1489,746,256420,1895,6505,160741,17761,25056,24361,-3,-2.770248313,-6.38720778
8,22,26,14,30,42,24,9,41,11,5,17,2,6917,778,746,391847,313,400,234983,6391,6917,7267,14,5.049558512,38.64410771
34,84,113,18,33,53,112,30,92,9,5,17,16,8429,1119,746,351570,956,2447,289158,6132,8429,8700,12,3.213011271,-7.484586575
2,6,3,24,32,40,8,5,2,13,5,17,0,0,354,746,133804,0,0,105402,0,0,0,0,0,16.1832058
16,36,46,20,29,44,70,16,37,12,5,17,8,12463,1064,746,299374,1594,3519,279585,5903,12463,8545,-22,-31.43351192,-51.97182712
17,39,42,27,33,37,66,16,28,13,5,17,9,7316,714,746,338467,405,1617,338359,3928,7316,7585,-1,3.678912756,24.16757585
12,48,48,17,27,49,67,9,44,11,5,17,6,12888,764,746,264401,833,2774,183151,9781,12888,11164,-11,-13.38168933,-7.7120858
9,32,22,21,34,37,41,8,25,11,5,17,0,3488,894,746,344257,114,786,224558,1701,3488,1926,-48,-44.79119165,-33.74542161
8,23,27,20,27,41,22,6,48,10,5,17,2,2190,612,746,375027,216,447,230649,2032,2190,2214,0,1.095702108,33.85336217
3,6,8,21,26,38,17,4,11,9,5,17,1,2070,470,746,237781,40,425,159272,2478,2070,2534,30,22.4413132,79.71418065
5,17,17,25,33,37,30,9,14,14,5,17,1,548,574,746,353223,29,129,312201,519,548,910,58,65.97560425,33.60392435
187,314,723,20,26,57,653,148,846,8,5,17,143,206382,4982,746,373270,18778,56272,282971,95901,206382,167999,-13,-18.59819004,-17.10412251
2,7,11,17,26,40,18,6,16,12,5,17,1,862,381,746,252822,,154,199765,,862,,,,
4,19,14,22,31,39,26,9,15,11,5,17,1,231,384,746,285380,13,61,178874,438,231,469,283,103.1104659,89.54692636
16,43,45,13,26,52,60,14,88,9,5,17,11,22380,1117,746,246016,475,4148,224359,15611,22380,17936,-14,-19.86068224,-30.77783232
21,83,80,20,32,43,125,29,65,12,5,17,9,12635,1426,746,315453,1028,3219,258886,6477,12635,13818,20,9.363828651,40.43395388
41,89,183,15,25,52,169,48,245,10,5,17,22,64805,931,746,279781,3062,13561,219909,51612,64805,61146,-9,-5.64679159,-2.72954202
5,12,4,31,36,33,26,9,9,15,5,17,2,990,876,746,168620,31,205,139578,904,990,2575,190,160.111236,162.6742743
20,65,116,10,31,46,96,24,91,9,5,17,8,57400,1781,746,308234,6529,15698,280634,39726,57400,53953,-23,-6.004834012,-7.015530076
21,43,88,10,22,62,66,15,125,6,5,17,23,31158,1399,746,201477,1988,5448,129855,18824,31158,25496,-29,-18.17123925,-21.5036846
4,6,9,17,29,41,13,5,8,12,5,17,1,652,215,746,173121,7,130,213161,573,652,722,13,10.81281865,1.063708467
8,24,27,20,32,42,37,6,35,11,5,17,5,7224,666,746,383560,581,1792,315409,4528,7224,10195,47,41.12524251,36.75077656
7,18,29,18,32,49,43,13,23,12,5,17,6,3587,1119,746,190758,202,810,172691,1932,3587,3483,-4,-2.879215733,-5.378661371
2,5,3,22,32,42,11,3,6,11,5,17,1,375,249,746,230776,14,61,202598,390,375,458,22,22.1471584,105.0703689
6,30,28,22,30,44,31,10,13,11,5,17,8,2975,369,746,328685,164,700,234187,2673,2975,4049,31,36.08605944,67.93863941
29,86,146,20,33,42,144,32,114,9,5,17,16,14543,1589,746,344315,790,3642,318535,9038,14543,15523,5,6.736674291,-0.242581199
5,6,9,14,23,46,21,3,21,10,5,17,2,72,236,746,88660,1,16,74995,65,72,72,0,0,-32.46065641
22,70,73,20,29,43,97,25,77,10,5,17,13,24426,1555,746,327419,4227,6304,250101,22526,24426,27288,17,11.71777056,17.60586579
11,37,23,31,31,33,58,12,23,11,5,17,2,5625,758,746,351566,386,1276,349132,4159,5625,6128,2,8.948550241,20.58554339
27,82,73,36,39,32,168,32,60,13,5,17,10,12957,2776,746,397478,1298,3551,368295,2991,12957,12545,-5,-3.181146628,-1.785214114
16,69,52,20,31,40,107,15,59,11,5,17,11,20761,2013,746,249203,1071,4793,193030,12039,20761,19546,-8,-5.851837589,1.068967633
19,71,77,20,30,45,119,16,93,12,5,17,9,32737,1544,746,272116,3952,7963,225241,26463,32737,34164,2,4.358749667,18.70850416
15,42,38,24,30,37,71,10,46,11,5,17,4,15369,1157,746,307287,699,3521,263902,11799,15369,14562,-5,-5.252228892,5.00430707
12,32,32,24,33,41,47,15,27,11,5,17,5,2915,1051,746,335760,270,622,354479,1117,2915,2715,-16,-6.867984358,3.901293472
8,30,22,36,35,35,52,10,16,12,5,17,2,5943,750,746,308240,134,1430,322993,3383,5943,5868,-2,-1.258577616,2.121009397
