no_grocery_stores_2009,no_convenience_stores_2009,fast_food_no_2009,snap_benefits_2010_dollars_per_capita,adult_obesity_2008_percentage,median_income_2015,SNAP_stores_2012,WIC_stores_2008,Full_service_rest_2009,diabetes_percentage_2008,soda_sales_tax_2014,FOODINSEC_10_12,Rec_facilities_count_2009,Low_access_to_store_count_2010,Low_access_to_store_no_car_count_2010,Fast_food_expenditure_per_capita,SNAP_redemption_2012_dollars_per_store,LACCESS_HISP15,LACCESS_CHILD10,REDEMP_SNAPS16,LACCESS_WHITE15,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_SENIORS_10_15,PCH_LACCESS_POP_10_15,PCH_LACCESS_LOWI_10_15
4,15,14,23,29,41,27,3,15,10,1,21,2,2325,343,624,360029,43,553,242962,1717,2325,1767,-26,-23.98481357,-26.61845179
6,25,20,12,33,47,27,6,34,8,1,21,3,8739,623,624,308913,2390,2715,215540,12636,8739,17877,14,104.5580903,108.2135172
2,3,4,13,30,37,4,2,1,10,1,21,0,1346,73,624,111729,9,296,81794,1312,1346,1328,-1,-1.359435364,9.838640526
3,9,1,12,30,51,6,3,4,9,1,21,0,925,185,624,57121,12,196,27016,893,925,908,-3,-1.866553549,-23.3248051
3,12,11,23,32,40,22,3,17,10,1,21,4,3998,258,624,375189,61,944,271368,2918,3998,3142,-13,-21.42574369,-16.99171535
3,14,9,14,31,54,12,3,10,10,1,21,3,3121,268,624,286317,117,741,207844,4236,3121,4505,36,44.36447049,90.04559334
2,6,1,29,29,34,7,1,2,10,1,21,0,3035,185,624,175065,31,670,109171,2864,3035,3001,-1,-1.117785102,-0.870602261
2,9,7,37,29,34,13,2,1,10,1,21,1,3137,220,624,358576,36,697,231603,2821,3137,2924,-6,-6.804449076,-17.0233226
40,103,250,7,29,74,159,27,252,8,1,21,42,140645,1774,624,242547,3136,37593,160716,123895,140645,136448,-1,-2.983756459,8.125339656
6,7,1,27,29,35,13,4,9,11,1,21,0,847,152,624,123842,7,134,93281,885,847,916,7,8.185524005,28.78138162
3,13,7,16,31,53,9,1,14,9,1,21,0,5171,206,624,181275,38,1296,106151,3562,5171,3668,-30,-29.07316634,-12.73872788
10,38,41,23,31,41,55,10,35,9,1,21,3,9531,567,624,416203,138,1690,309003,8712,9531,9876,9,3.617189206,-8.947961106
182,334,815,14,29,62,561,73,718,9,1,21,146,264850,4488,624,446053,6377,65207,313613,191481,264850,267303,-3,0.926438741,20.2480379
6,18,15,18,30,42,17,4,14,10,1,21,3,5842,161,624,343194,637,1457,216948,5392,5842,6425,12,9.978013488,17.46275866
4,5,2,15,30,38,6,1,1,10,1,21,0,3644,145,624,27479,22,914,30073,3598,3644,3644,0,0,18.02906655
2,2,1,9,31,41,8,1,6,9,1,21,1,625,90,624,59603,0,203,50705,463,625,466,-24,-25.4404005,-42.98545567
14,29,19,31,31,40,31,15,32,9,1,21,3,11167,725,624,281014,139,2888,261046,6991,11167,9048,-28,-18.97313732,-4.273423434
3,4,0,28,30,28,7,2,8,10,1,21,0,2467,151,624,166411,37,544,64663,1342,2467,1400,-43,-43.24951396,-43.15629025
2,5,1,14,30,42,7,2,7,10,1,21,1,2548,113,624,94523,26,694,50121,2382,2548,2455,-2,-3.638368323,30.49444976
7,23,12,22,29,39,23,7,16,10,1,21,2,1705,246,624,366752,42,437,304802,1808,1705,1865,14,9.335945315,0.899542861
6,20,12,18,28,42,24,6,32,10,1,21,2,210,339,624,218331,12,54,153512,493,210,510,140,142.6625314,72.10780296
3,3,2,17,29,41,5,2,5,10,1,21,1,1796,121,624,114203,68,435,103540,1735,1796,1829,2,1.872362923,-14.33684576
13,37,48,21,31,39,48,8,78,9,1,21,6,10701,541,624,316856,802,2350,238221,14493,10701,15578,43,45.57744352,80.89306608
7,16,9,22,30,35,21,5,17,10,1,21,1,4700,379,624,277870,89,1105,236950,4488,4700,4701,0,0.010998222,-5.790742616
2,11,13,20,31,40,11,3,17,10,1,21,2,4071,282,624,486186,114,1061,299943,6540,4071,6777,60,66.45504266,72.54046953
4,11,10,18,31,52,16,4,17,9,1,21,3,1865,333,624,441103,74,602,280833,1493,1865,1595,-28,-14.4952513,17.90740519
3,10,8,36,31,38,25,3,7,9,1,21,0,4625,415,624,331259,40,965,255799,4117,4625,4578,-2,-1.01840165,2.085656973
4,12,4,28,30,33,19,4,8,11,1,21,0,4515,267,624,170096,34,973,154421,4567,4515,4682,3,3.696961844,-12.30638681
6,20,13,16,30,43,29,5,16,9,1,21,4,1584,525,624,222808,43,433,172516,2749,1584,2837,79,79.14262968,79.70198034
1,2,1,11,29,43,3,1,2,11,1,21,0,644,31,624,,4,141,41631,293,644,302,-48,-53.09605713,-61.44081102
6,13,9,32,31,33,21,5,9,9,1,21,2,2235,214,624,349963,32,544,286043,2259,2235,2296,3,2.728850853,-0.459234072
115,125,296,50,33,38,335,21,345,11,1,21,29,32483,2662,624,417396,420,6411,302389,4887,32483,19196,-30,-40.9040217,-28.77653443
3,8,7,11,21,41,7,2,17,9,0,14,1,1963,31,549,151958,110,373,122855,2292,1963,2422,12,23.40560323,9.257297248
3,14,4,40,34,41,10,5,7,12,0,14,0,6049,133,549,375541,153,2104,359157,1407,6049,6045,0,-0.062393219,3.582084727
4,4,3,27,34,35,6,4,4,11,0,14,0,2208,119,549,238141,26,718,272971,828,2208,2208,0,0,-2.129774422
1,2,1,11,24,51,3,1,6,8,0,14,0,1494,50,549,,16,329,,1383,1494,1432,-9,-4.131066921,-34.31613923
3,3,5,7,27,49,6,3,13,7,0,14,1,3621,104,549,69721,57,766,32320,3528,3621,3627,0,0.164743521,-7.980861449
1,3,0,0,24,46,1,1,0,8,0,14,0,1160,11,549,,8,203,,1135,1160,1160,0,0,-9.390254078
13,26,72,14,24,46,51,11,73,8,0,14,8,19813,529,549,336446,803,4297,311518,18449,19813,20700,-14,4.474591719,14.48511578
3,1,2,5,26,40,3,4,3,9,0,14,1,4150,34,549,,83,1249,99689,2786,4150,4151,0,0.0223539,0.30537573
2,4,8,10,25,48,8,3,12,8,0,14,1,4762,147,549,227227,152,1013,154596,5546,4762,5809,18,21.98306649,11.34296134
2,1,2,3,23,44,2,2,2,9,0,14,0,1751,33,549,,3,368,,452,1751,469,-77,-73.19922767,-82.74981292
3,6,6,7,26,57,7,3,6,9,0,14,1,3711,121,549,110968,36,815,126927,2867,3711,2950,-19,-20.51317027,-15.75285822
3,5,4,17,25,38,7,4,8,8,0,14,1,607,29,549,185640,14,105,148345,505,607,531,-15,-12.52953868,-11.40869604
1,3,2,4,27,60,2,1,5,8,0,14,0,648,1,549,,6,153,,631,648,648,0,0,28.98208504
10,5,7,9,23,44,9,3,17,8,0,14,3,3412,74,549,126493,27,715,169156,3343,3412,3412,0,0.001722293,-8.014966623
14,43,75,16,22,48,61,14,98,6,0,14,12,10737,452,549,335199,214,2566,250030,9016,10737,9467,-7,-11.82373361,8.778817029
19,35,83,7,17,57,47,13,121,4,0,14,15,13597,610,549,198332,216,2994,144322,11051,13597,11379,-11,-16.31187548,-19.75816781
1,2,0,0,26,46,1,1,1,8,0,14,0,667,11,549,,0,159,,658,667,667,0,0,2.312329761
5,6,7,50,31,32,12,4,14,11,0,14,0,3349,118,549,637524,30,1068,710642,1260,3349,3099,-15,-7.462860761,1.339339998
0,1,0,9,24,38,1,0,0,8,0,14,0,884,1,549,,31,192,0,831,884,884,0,0,6.831849032
2,3,4,7,25,43,2,2,3,8,0,14,0,1958,68,549,,9,287,,660,1958,675,-67,-65.49531278,-75.97078078
1,9,15,25,30,44,15,5,13,8,0,14,8,7498,142,549,387643,136,2168,452511,4796,7498,7507,0,0.116674626,16.5248251
3,4,5,8,23,63,4,2,13,8,0,14,0,3475,101,549,87130,37,746,59809,1281,3475,1339,-52,-61.4750325,-79.67579279
3,0,0,5,24,45,2,1,3,8,0,14,0,1276,31,549,,8,262,,1234,1276,1251,-5,-1.959642238,7.199813941
8,16,20,25,26,39,23,8,26,8,0,14,3,5133,309,549,339114,49,1302,375391,1499,5133,1973,-50,-61.55016242,-66.8720041
10,19,45,13,22,57,41,8,60,8,0,14,14,15647,338,549,274637,348,3360,224375,14183,15647,15019,-5,-4.009744439,2.452025093
2,0,1,4,25,40,1,2,2,8,0,14,1,1179,90,549,,8,276,,1299,1179,1313,28,11.33318064,7.263724063
8,10,12,21,23,37,19,6,20,9,0,14,1,2928,155,549,216431,47,470,213843,2950,2928,3085,5,5.382311431,-0.666771863
1,1,3,16,23,44,1,1,1,8,0,14,0,1597,11,549,,3,341,,703,1597,714,-59,-55.2661589,-64.25937658
3,6,4,2,21,50,6,2,23,7,0,14,3,2838,69,549,38130,38,462,32915,2267,2838,2322,-9,-18.17815498,-11.28665649
2,1,3,10,26,41,3,3,6,8,0,14,0,1891,36,549,,28,365,,1852,1891,1891,0,0,-6.527757254
3,4,2,26,25,40,7,2,5,8,0,14,0,1971,45,549,82036,43,354,64409,1859,1971,1971,0,-0.043457336,20.10811492
21,41,79,17,20,45,68,16,86,5,0,14,16,30018,617,549,402303,579,6872,324182,22732,30018,24203,-20,-19.37270604,-16.40422985
2,3,2,16,21,42,2,2,3,8,0,14,0,1447,15,549,,25,278,,1400,1447,1447,0,0,-17.92893229
5,10,11,13,18,46,12,3,34,7,0,14,1,5860,141,549,173227,111,1144,146527,4457,5860,4662,-25,-20.44303039,-24.13035588
1,0,0,0,22,43,1,2,1,9,0,14,0,494,3,549,,5,113,,488,494,494,0,0,-17.07891675
2,3,0,12,22,38,4,4,4,8,0,14,0,1536,6,549,97756,16,350,,873,1536,1134,-29,-26.15444561,-0.389650314
2,5,3,19,28,41,5,3,6,9,0,14,0,2790,101,549,93467,29,767,61633,1890,2790,2790,0,0,-12.05518875
1,1,3,0,24,50,1,1,2,8,0,14,0,913,10,549,,7,195,,870,913,913,0,0,-11.60839147
2,2,3,12,25,43,6,4,9,8,0,14,1,1376,33,549,150706,17,285,167542,1319,1376,1374,0,-0.174355797,-7.757142536
1,1,1,5,26,42,1,1,3,9,0,14,0,1179,18,549,,16,209,,1136,1179,1179,0,0,-0.952332109
12,18,23,16,20,48,21,9,39,6,0,14,9,1846,181,549,297843,44,309,198907,1753,1846,1830,-1,-0.909270443,-0.650131691
3,4,10,5,28,68,5,4,8,8,0,14,1,3262,76,549,124216,61,812,100175,2758,3262,2901,-12,-11.0511698,-5.516512343
5,8,4,41,31,39,13,6,7,12,0,14,0,6021,134,549,394399,61,1921,323337,2198,6021,6021,0,-0.002799206,16.04838059
5,4,4,29,40,52,9,5,10,10,0,14,1,2228,115,549,257113,81,674,218334,1295,2228,2228,0,0.000150484,-4.435237046
7,8,7,19,24,37,20,6,13,9,0,14,1,4777,163,549,82805,97,1007,93984,4276,4777,4809,0,0.683277513,0.041903395
2,2,2,6,27,51,3,2,7,9,0,14,0,1193,48,549,,7,226,46258,1135,1193,1192,0,-0.016239785,5.705005799
6,12,35,18,23,43,31,5,41,8,0,14,4,8469,363,549,305597,105,1553,258288,3876,8469,4057,-37,-52.09790436,-55.26598542
3,6,2,8,23,60,5,2,9,7,0,14,1,1446,36,549,68901,31,288,49673,1404,1446,1458,1,0.798406551,-20.28626623
1,3,1,6,21,48,2,1,6,8,0,14,0,826,7,549,,8,201,27663,801,826,826,0,0,-24.14930873
2,4,0,7,27,48,3,2,6,7,0,14,2,3654,61,549,,21,885,,1859,3654,1926,-47,-47.29661965,-38.31104265
3,0,2,10,27,44,5,2,10,7,0,14,0,2002,110,549,105193,39,412,100154,1872,2002,2002,0,-0.001343868,3.303176945
0,0,0,9,24,50,0,2,2,8,0,14,0,718,18,549,0,25,134,0,674,718,718,0,0,4.653802383
3,4,8,14,25,47,6,2,9,9,0,14,0,2966,34,549,192983,21,689,152705,2271,2966,2884,-2,-2.779386323,5.616012458
2,1,1,8,26,36,1,1,2,8,0,14,0,2168,92,549,,32,513,,2078,2168,2168,0,0,4.252335102
1,2,1,0,22,50,1,1,2,8,0,14,0,534,8,549,,13,119,,993,534,1017,108,90.56898856,135.7752024
19,71,116,14,26,57,93,14,110,8,0,14,26,39295,578,549,348366,1404,9808,281853,35018,39295,37947,-4,-3.430230258,3.744215783
8,12,28,11,29,49,15,7,20,8,0,17,5,7653,161,605,359692,924,1762,329011,8277,7653,9156,18,19.64163239,20.17121272
5,7,3,6,29,49,6,4,6,9,0,17,0,2760,73,605,37928,23,627,38339,1320,2760,1350,-57,-51.08749838,-52.52627199
1,0,0,0,28,51,0,0,1,8,0,17,0,460,0,605,0,19,125,0,439,460,460,0,0,21.25237282
0,0,0,0,30,54,0,0,0,9,0,17,0,690,21,605,0,26,154,0,650,690,680,0,-1.460020172,2.209340029
0,1,0,0,29,45,0,0,1,10,0,17,0,478,0,605,0,0,117,0,474,478,478,0,0,-18.37295848
4,6,2,5,28,54,7,4,5,9,0,17,0,1587,40,605,28400,15,377,25808,1002,1587,1021,-40,-35.64692507,-37.54203744
4,6,5,12,31,55,6,4,13,9,0,17,1,3742,70,605,233913,332,967,152568,3400,3742,3742,0,0,11.87647026
3,1,0,5,29,43,3,3,3,9,0,17,0,2099,25,605,,33,451,,2035,2099,2099,0,0,2.553990839
3,4,0,7,29,47,6,4,4,10,0,17,1,317,40,605,45620,0,59,50770,315,317,317,0,0,-22.24325061
7,29,40,10,30,56,23,10,36,7,0,17,6,14620,395,605,267137,1180,3786,181287,8019,14620,9059,-43,-38.03353014,-27.70877534
2,4,2,9,29,50,7,4,9,10,0,17,0,3022,100,605,51372,0,652,48386,39,3022,46,-99,-98.47485521,-98.21182279
2,4,1,7,29,56,3,2,6,8,0,17,2,1350,19,605,,14,308,55450,1324,1350,1338,0,-0.901520021,15.22170935
6,14,14,8,28,67,10,5,13,8,0,17,1,7053,169,605,102264,108,1809,85489,6043,7053,6190,-20,-12.23423333,-10.08649246
4,6,2,5,28,56,5,4,7,8,0,17,0,3556,55,605,28448,22,868,19980,1383,3556,1412,-56,-60.29499793,-64.47762313
3,2,2,6,28,55,5,3,5,9,0,17,0,1178,3,605,37694,83,257,38052,1112,1178,1167,-1,-0.955994094,11.0827597
3,7,4,9,29,55,6,3,6,9,0,17,1,2236,69,605,379121,42,530,312731,2244,2236,2361,7,5.593963021,12.62765269
3,6,7,7,28,57,5,4,11,8,0,17,1,1892,18,605,240533,65,410,215432,1840,1892,1890,0,-0.124335675,23.04388318
6,2,1,9,32,51,5,5,5,9,0,17,0,3032,51,605,37127,302,773,36339,2763,3032,3047,1,0.495291685,-0.026594048
5,4,3,9,29,51,8,2,13,8,0,17,0,2824,46,605,68651,134,647,50566,2725,2824,2824,0,0.031058381,1.501171071
4,9,7,6,29,57,8,5,11,8,0,17,1,3005,59,605,63950,3,736,51972,409,3005,412,-90,-86.30819957,-87.29486884
8,7,2,6,31,51,11,8,11,9,0,17,1,5650,77,605,71440,81,1284,71761,5543,5650,5627,0,-0.407335196,-6.341829644
5,7,14,15,34,49,15,3,11,9,0,17,2,4051,125,605,527398,1450,1160,369837,3956,4051,5231,18,29.12121903,28.6625658
2,7,6,11,28,44,4,3,8,8,0,17,1,2109,61,605,882038,54,379,510959,2009,2109,2125,0,0.783255432,-1.622736689
5,12,18,11,30,48,19,7,21,9,0,17,4,8838,249,605,217629,3503,2604,195388,5407,8838,7959,-10,-9.941838356,-19.10265523
1,3,0,9,29,48,2,2,3,9,0,17,0,521,8,605,,38,92,,492,521,521,0,0,31.90531288
2,2,1,5,31,52,3,2,6,9,0,17,0,2498,95,605,,92,661,24554,1961,2498,2036,-18,-18.47851967,-20.12632042
7,20,28,13,29,49,22,10,27,9,0,17,2,9812,150,605,282732,764,2429,241827,10642,9812,11353,16,15.70330061,7.226825353
86,161,379,15,28,58,240,84,390,8,0,17,78,74231,2041,605,407732,4176,20074,293956,47572,74231,57724,-26,-22.23757804,-11.93106088
1,0,1,6,30,46,1,1,3,11,0,17,0,668,3,605,,64,136,,626,668,668,0,0,-0.280381147
6,4,4,6,28,54,8,3,8,9,0,17,0,1410,38,605,24752,33,334,28285,1134,1410,1157,-14,-17.94203083,-28.84455633
2,4,0,9,28,45,3,2,2,10,0,17,1,1549,24,605,,16,324,,1500,1549,1531,-2,-1.158502204,-20.61302447
4,1,0,5,31,51,2,2,2,9,0,17,0,2756,31,605,,34,594,,2629,2756,2674,-4,-2.972221534,-16.80854221
4,5,2,9,31,40,4,3,4,10,0,17,0,2341,59,605,58223,25,521,33556,1045,2341,1081,-56,-53.83316565,-51.25004903
4,12,12,9,31,51,15,7,14,9,0,17,5,6518,146,605,208364,94,1590,171079,6589,6518,6734,6,3.323142605,25.10327501
1,2,1,11,29,42,1,1,1,11,0,17,0,2054,13,605,,80,382,,1984,2054,2054,0,0,-24.26445631
2,3,1,4,28,45,2,2,4,10,0,17,0,209,3,605,,0,41,,203,209,205,-3,-2.093467052,121.2481749
2,1,0,5,29,57,0,1,1,10,0,17,0,1298,12,605,,32,318,,1267,1298,1313,1,1.160966279,6.523958356
1,1,0,0,29,57,1,1,1,9,0,17,0,614,10,605,,7,115,,604,614,614,0,0,18.71774451
3,1,0,5,31,45,3,5,1,10,0,17,0,1573,42,605,,51,370,,2477,1573,2537,59,61.31393252,69.43432735
10,28,40,14,32,50,35,11,46,9,0,17,6,12297,206,605,356448,3507,3320,333908,16235,12297,18742,34,52.40928731,110.9568829
2,4,2,6,30,65,5,2,4,8,0,17,1,588,7,605,63733,7,156,59981,983,588,998,75,69.90330435,191.1447967
1,2,2,8,28,48,2,4,6,9,0,17,0,239,21,605,,0,47,,208,239,208,-27,-12.915268,-3.070926561
1,0,1,0,31,51,1,1,0,9,0,17,0,967,9,605,,33,223,,939,967,967,0,0,-0.027455545
2,3,0,11,30,43,2,3,4,10,0,17,0,2540,48,605,,42,544,,2694,2540,2763,9,8.774369859,22.75526212
9,12,5,6,28,50,10,8,12,10,0,17,2,2666,76,605,80828,15,565,63958,2628,2666,2653,0,-0.473789485,8.436779173
1,0,1,0,30,43,1,1,1,10,0,17,0,736,0,605,,0,157,,117,736,117,-89,-84.08437418,-88.30118723
3,5,1,8,28,52,4,1,5,8,0,17,0,1287,19,605,46476,21,305,50725,1109,1287,1132,-5,-12.00809548,-14.22936688
2,3,4,8,29,47,6,3,9,10,0,17,0,1797,14,605,205158,56,386,234845,1740,1797,1781,-1,-0.87177627,6.168162362
3,3,0,7,30,47,4,1,6,10,0,17,0,1354,56,605,,23,335,60492,1333,1354,1354,0,0,23.69970103
3,2,3,7,29,51,4,2,2,8,0,17,0,735,43,605,53814,14,185,40240,720,735,735,0,0,-15.90090679
3,10,9,9,29,47,7,3,13,9,0,17,0,1843,32,605,154033,48,354,212967,1783,1843,1837,0,-0.318063152,-7.751863302
1,1,0,0,30,46,1,1,1,10,0,17,0,823,14,605,,4,179,,816,823,823,0,0,-14.32867236
1,3,2,9,29,46,3,1,5,10,0,17,0,287,25,605,,18,55,,265,287,287,0,0,24.29231447
6,9,0,9,28,46,8,7,10,10,0,17,0,6536,156,605,53698,9,1603,55797,610,6536,676,-89,-89.66322994,-88.3476157
38,101,245,11,26,54,130,42,164,7,0,17,41,38274,408,605,326478,1437,10203,258560,25761,38274,29063,-5,-24.0679936,-12.32934388
7,24,25,12,31,54,21,7,23,9,0,17,3,8235,166,605,280738,623,2166,247076,7177,8235,7627,-6,-7.388711059,-6.840192722
1,1,1,8,29,51,1,0,0,10,0,17,0,763,13,605,,0,192,0,105,763,107,-93,-85.96774835,-86.57774095
0,1,0,0,30,53,0,0,0,9,0,17,0,506,0,605,0,13,121,0,499,506,506,0,0,-20.01934965
1,0,0,16,31,57,0,0,2,9,0,17,0,539,16,605,0,2,151,0,529,539,539,0,0,9.435850996
7,15,31,12,27,51,22,10,22,8,0,17,3,10935,224,605,303996,506,2676,238720,8043,10935,8635,-27,-21.03647818,-20.57167454
2,7,6,7,31,51,5,3,4,9,0,17,1,3076,53,605,72353,113,753,,2837,3076,2948,-5,-4.186322457,-5.507761061
3,3,7,12,29,49,5,3,3,10,0,17,0,2539,38,605,69775,295,608,65787,2372,2539,2558,0,0.720931664,0.084224744
2,4,1,6,28,47,2,2,3,9,0,17,0,3488,77,605,,38,819,21213,1356,3488,1398,-65,-59.90876721,-46.41194322
4,5,5,13,29,52,6,3,8,9,0,17,1,750,111,605,87698,5,137,55401,173,750,180,-81,-75.96174552,-83.40688482
2,3,0,7,29,42,5,2,5,10,0,17,2,1629,18,605,66573,42,358,47474,1572,1629,1621,-1,-0.455674983,-26.26802324
4,12,9,9,32,53,14,6,12,10,0,17,1,2137,68,605,187429,46,545,187234,2058,2137,2143,3,0.282181115,-10.50491098
2,1,2,8,29,44,2,1,0,10,0,17,0,503,29,605,,4,113,29654,497,503,503,0,0,9.351565499
1,3,0,4,26,58,1,1,2,9,0,17,1,2948,66,605,,27,732,,842,2948,877,-73,-70.2353702,-59.72227242
3,5,8,8,30,56,7,3,6,9,0,17,2,1744,41,605,95941,82,460,73709,1375,1744,1444,-13,-17.18926824,-17.5502783
5,6,2,5,30,57,3,3,2,8,0,17,0,5839,89,605,,75,1515,26199,4731,5839,4813,-21,-17.56344312,-31.17175285
6,21,21,8,29,59,15,7,17,8,0,17,4,5519,92,605,301615,715,1448,262803,8218,5519,8839,43,60.16512214,40.63560242
4,3,1,6,31,62,3,2,5,10,0,17,1,4873,50,605,,3,1229,20780,308,4873,312,-94,-93.60599817,-94.70310667
2,3,10,10,30,49,5,3,6,9,0,17,1,5748,54,605,454401,205,1317,322054,5123,5748,5322,-8,-7.420121637,-1.814320091
2,5,5,12,31,45,5,2,7,9,0,17,0,2289,41,605,130256,26,437,103222,2218,2289,2268,-1,-0.932215735,55.40425552
1,1,0,6,29,51,1,2,3,10,0,17,0,428,5,605,,1,87,,423,428,428,0,0,-12.93736635
7,7,7,6,31,56,10,4,9,8,0,17,1,3764,55,605,128079,230,860,80767,2432,3764,2563,-28,-31.92109188,-13.59682768
14,48,91,6,28,74,41,16,69,7,0,17,20,47845,499,605,423496,3155,14146,264781,28611,47845,32988,-21,-31.05152709,-10.88005551
6,13,8,6,29,61,10,4,16,8,0,17,2,2961,117,605,67745,44,765,47559,3611,2961,3681,29,24.34747488,15.50315227
6,14,30,15,31,43,22,8,40,10,0,17,6,11479,413,605,388646,429,2844,340097,2728,11479,2967,-72,-74.1542405,-76.59367243
5,13,9,4,28,62,7,5,6,8,0,17,2,3313,87,605,133063,25,845,90871,1569,3313,1598,-47,-51.77622347,-53.35886525
5,4,3,11,28,47,11,4,5,10,0,17,1,1772,30,605,314186,31,365,306415,1803,1772,1927,7,8.747758422,-20.35477064
2,1,0,6,30,43,2,3,4,9,0,17,0,1164,30,605,,27,290,,2606,1164,2630,151,126.0085307,87.16847044
0,0,0,0,29,56,1,0,0,8,0,17,0,858,9,605,,23,175,0,834,858,858,0,-0.054320713,1.666143608
1,2,1,4,32,56,2,1,5,8,0,17,0,4146,65,605,,167,1112,,3349,4146,3538,-17,-14.66334272,-25.67395774
4,4,1,5,30,49,5,3,8,10,0,17,0,1315,44,605,29566,14,272,34156,880,1315,908,-28,-30.96341551,-21.99561458
1,0,0,0,30,49,1,1,2,9,0,17,0,647,0,605,,12,148,,635,647,647,0,-0.059220808,17.57847541
1,3,3,43,32,42,7,6,1,10,0,17,0,1771,164,605,161758,30,397,142588,1665,1771,1752,-1,-1.094005872,9.636078385
3,3,4,6,29,50,4,4,5,10,0,17,0,1004,59,605,85320,13,213,70464,1004,1004,1015,0,1.172855175,-21.39717157
2,7,9,5,29,68,7,2,16,8,0,17,4,653,111,605,229903,31,126,159428,622,653,653,0,0,-27.84604253
4,4,9,6,30,55,4,2,5,7,0,17,0,712,21,605,,9,186,63440,638,712,643,-14,-9.716946601,-24.66809484
2,4,1,9,30,40,2,1,3,11,0,17,0,3812,84,605,,51,861,39889,1916,3812,1998,-56,-47.58783721,-65.08922443
0,2,0,0,29,55,0,0,3,8,0,17,0,818,3,605,0,6,201,0,804,818,818,0,0,-16.34361367
3,5,13,6,32,60,6,5,17,9,0,17,0,3570,61,605,267169,78,826,160549,2681,3570,2755,-17,-22.80736801,-31.14085158
2,10,15,17,26,54,21,4,13,8,0,9,5,6892,197,939,219478,931,1722,253632,5208,6892,6484,-7,-5.916638541,31.39420584
267,619,1585,14,26,52,1096,164,1119,9,0,9,118,165475,3971,939,385060,55413,40680,441198,130788,165475,206181,16,24.59983677,89.43330898
5,19,33,6,21,64,20,5,49,7,0,9,4,25135,361,939,295070,2487,5508,188180,19224,25135,21568,-12,-14.19048696,3.681360599
10,18,30,8,30,77,27,11,29,7,0,9,3,11097,220,939,181705,3769,3238,185948,10547,11097,13576,18,22.34062605,59.25271308
1,0,0,0,25,49,1,0,1,11,0,9,0,761,54,939,,113,128,,648,761,761,0,0,77.87915772
2,2,1,2,27,65,2,0,1,8,0,9,0,1953,19,939,,238,473,,1775,1953,1987,1,1.718571908,10.34789246
4,16,7,8,30,68,10,4,18,7,0,9,2,5047,133,939,181747,1128,1338,204759,3831,5047,5029,0,-0.363060919,1.789941333
2,5,1,7,29,77,3,2,5,8,0,9,1,887,12,939,,139,207,103621,778,887,891,1,0.465589651,38.27393442
4,5,2,8,26,52,6,3,3,11,0,9,0,5345,93,939,50146,257,1437,72321,3787,5345,4174,-21,-21.90946043,-6.433337693
5,21,23,10,29,52,30,5,19,7,0,9,8,21509,435,939,242233,2095,5327,177340,10458,21509,12608,-43,-41.38064431,-29.98039113
1,4,2,22,29,42,5,1,4,12,0,9,0,1792,77,939,116345,384,344,78115,2846,1792,4029,138,124.7948539,118.0511906
7,27,18,25,30,44,34,5,19,10,0,9,6,19264,743,939,318943,2747,3920,323378,15927,19264,18586,-3,-3.52034302,8.596872664
1,5,3,8,33,54,2,1,5,7,0,9,0,1069,45,939,,117,222,80288,922,1069,1036,-2,-3.125166303,62.48192418
0,1,1,1,26,62,2,0,8,7,0,9,0,228,69,939,,16,49,,202,228,220,-4,-3.763015071,2.431123424
65,150,337,11,22,56,286,40,299,7,0,9,42,86358,1492,939,254549,17206,20658,240624,80078,86358,99884,11,15.66220055,48.37272647
3,6,3,10,35,55,3,3,8,8,0,9,0,4633,104,939,,602,844,289763,3807,4633,4468,1,-3.566292607,-2.927473204
12,20,49,16,24,47,38,8,50,8,0,9,8,8821,95,939,295856,1464,1531,225887,9545,8821,11099,24,25.83030092,71.99227327
15,41,44,14,26,63,60,14,81,9,0,13,9,10025,691,650,223032,147,1831,170925,9478,10025,9915,5,-1.097361849,4.958313157
17,47,49,11,22,54,45,12,109,9,0,13,7,276,636,650,152919,1,53,108335,855,276,872,224,215.7049923,186.1027496
21,56,41,11,28,60,56,11,66,8,0,13,10,11095,842,650,315738,169,2288,227779,10388,11095,10891,-2,-1.838301472,5.748611771
13,32,22,16,29,40,39,11,36,10,0,13,4,4906,443,650,176872,41,896,132656,4576,4906,4769,-3,-2.786611522,27.09196977
32,61,65,11,23,58,82,26,123,8,0,13,22,11509,1015,650,202065,231,1675,134417,10782,11509,11522,2,0.10783003,34.37344622
65,164,298,11,26,73,288,97,308,8,0,13,54,114666,2211,650,188962,4408,27512,139945,123640,114666,135074,19,17.79775819,60.19271218
25,80,111,10,25,68,106,21,107,8,0,13,21,31080,1566,650,228109,486,6918,147194,27471,31080,29078,-13,-6.44177142,-1.632097225
44,151,305,5,25,87,167,42,273,7,0,13,60,116710,1986,650,218458,2084,27156,156009,106754,116710,111158,-4,-4.75684968,4.050975319
20,74,83,12,27,61,75,17,88,8,0,13,10,28973,1502,650,335610,448,6403,184185,21878,28973,23349,-16,-19.41203484,-2.123731258
7,31,21,9,27,54,28,7,21,8,0,13,1,6040,586,650,370323,56,1415,226503,5907,6040,6107,2,1.113297444,-8.104981606
